step,duration_s,emissions_kg,cpu_energy_kwh,gpu_energy_kwh,ram_energy_kwh,energy_kwh
0,3.968666804023087,9.507215255639948e-05,2.5550041230773245e-05,0.0002141948935729,4.772702788468451e-05,0.0002874719626884
1,4.423271231353283,0.00010064638352944038,2.6220497729681217e-05,0.00021195850290920117,6.614789880243027e-05,0.00030432689944126273
2,3.873509392142296,9.21275959818203e-05,2.428242672550608e-05,0.0002084168333951,4.586917577285527e-05,0.0002785684358934
3,5.791250927373767,0.0001401164672570695,3.4047862957510546e-05,0.00032607664975614295,6.354903168717609e-05,0.0004236735444007732
4,3.726753521710634,9.388086151989748e-05,2.3087130192628475e-05,0.0002177585075315,4.3024189499879466e-05,0.000283869827224
5,4.495576647110283,0.0001213917524183,3.560458262338822e-05,0.0002641716002216,6.727898929061163e-05,0.0003670551721356
6,5.387282291892916,0.0001314227897911299,4.0378879054008674e-05,0.00028190383662964763,7.510354630131689e-05,0.00039738626198499154
7,5.825592041946948,0.00013688793534669238,3.440186590635706e-05,0.00031536886339713006,6.414062522429353e-05,0.0004139113545278615
8,28.70308444835246,0.0008273920364983001,0.00015686709773435014,0.0020523127529514,0.00029262542298657694,0.0025018052736724
9,4.309982892125845,9.547449288204892e-05,2.6126182851151108e-05,0.00019856626995812276,6.39960760341233e-05,0.0002886885288434291
10,4.472181616351008,0.00010490977231815811,2.6175520014585292e-05,0.00022392629025344478,6.711640077022216e-05,0.00031721821103826393
11,6.608076530043036,0.00015995165334360827,4.236267205325418e-05,0.00036188223396740004,7.940476936314048e-05,0.00048364967538380005
12,3.3819869132712483,8.02009946651149e-05,2.1303781012774577e-05,0.0001457898388536936,7.541206372229175e-05,0.00024250568358871958
13,3.8045513690449297,8.577265736851988e-05,2.3973616301957943e-05,0.00019085820823497955,4.452103006575878e-05,0.00025935285460273924
14,4.0033566150814295,0.0001043417745717,2.559319524250576e-05,0.0002415457487856,4.836179851295634e-05,0.0003155007425411
15,4.612991524860263,0.00010441827689743898,2.677209587456615e-05,0.00023856463530328153,5.0395333292221446e-05,0.0003157320644700723
16,6.218430646229535,0.00015577317581185864,3.839993618977998e-05,0.0003608169553359,7.179822047861915e-05,0.0004710151120043
17,4.343850388657302,0.00011052492528037637,2.6066982172591193e-05,0.0002434715836727414,6.465831875231945e-05,0.0003341968845976251
18,3.5260660727508366,8.919900644759685e-05,2.095806444730749e-05,0.0002096560010613,3.90991235151887e-05,0.0002697131890238
19,6.715252351947129,0.00018562765783783288,4.882951618763479e-05,0.0004216256150826,9.083169871139237e-05,0.0005612868299816
20,3.970161803998053,0.00010992880403,2.542443620025392e-05,0.0002592779852079,4.769195697477295e-05,0.0003323943783829
21,4.42206552810967,0.0001215243803608,2.570355717711116e-05,0.0002755743871247,6.617825814496934e-05,0.0003674562024468
22,27.763225616887212,0.000824501214356,0.00015118157594303067,0.0020478771938527,0.00029400545518141623,0.0024930642249773
23,3.270110276993364,8.674753997362417e-05,2.0891039457980523e-05,0.0001878162613664,5.359332984468589e-05,0.0002623006306691
24,4.295567760709673,0.0001184781467453,2.5883664091968655e-05,0.0002690099374191,6.335163081789183e-05,0.000358245232329
25,26.727271651849154,0.0007862627159197,0.00014633537522473828,0.0019476857248079,0.00028342045416094214,0.0023774415541936997
26,3.635670012794435,9.058902522035203e-05,2.183681134620176e-05,0.0002108121130817,4.126729791363081e-05,0.0002739162223415
27,4.6693551279604435,0.00010306321436156147,2.763779807837236e-05,0.00023249213042212261,5.1504800669176305e-05,0.00031163472916969845
28,27.756082877982408,0.0008169798221383999,0.00015046693535323728,0.0020264502322717,0.0002934044421404163,0.0024703216097654
29,3.4697766141034663,9.270283077567026e-05,2.0711213153763197e-05,0.000202122939477,5.7473634594740976e-05,0.0002803077872255
30,3.970538953784853,0.0001052963931956,2.553997177650475e-05,0.0002450810293979,4.776624474389893e-05,0.0003183872459183
31,4.73673273390159,0.00010692603588187282,2.8279110767077915e-05,0.00024224686046629988,5.278886461423504e-05,0.0003233148358476047
32,28.278511204291135,0.0008406526499582,0.00016748280506311274,0.0020610149821606,0.00031340392347313186,0.002541901710697
