timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-01-30T17:40:18,spaceship-titanic-ResearchAgent-qwen2.5-7B-Instruct,617f8f0b-37b2-40b1-96f1-008d2885f89b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.8480961709283292,7.184698881033532e-05,2.522632119789585e-05,40.76701213375,204.60792368687248,70.0,2.0971916486900466e-05,0.00016052540618716193,3.5748151749269005e-05,0.0002172454744233314,0.0,Italy,ITA,,,,Linux-6.8.0-90-generic-x86_64-with-glibc2.35,3.10.11,3.2.0,64,Intel(R) Xeon(R) Gold 6426Y,1,1 x NVIDIA L40S,12.1097,43.1479,503.39646911621094,machine,N,1.0,0.0
