step,duration_s,emissions_kg,cpu_energy_kwh,gpu_energy_kwh,ram_energy_kwh,energy_kwh
0,22.067453338764608,0.0005604391566737886,0.00012479026181466067,0.0013279246734469528,0.00024189847154964416,0.0016946134068113999
1,5.91946551320143,0.0001582108534303,3.732809452952616e-05,0.0003750336333609,6.602424877346494e-05,0.0004783859766639
2,7.907104546204209,0.00019689921720849034,4.639940341493512e-05,0.0004639206489186945,8.504886380784836e-05,0.0005953689161414887
3,33.21054816595279,0.0009454075415982,0.00018197394968473234,0.0023260274163802,0.0003506502392248738,0.0028586516052898
4,15.855261490214616,0.00042264530551920903,9.569593771670777e-05,0.001011900531736315,0.0001703663433339292,0.001277962812786862
5,14.372040880843997,0.0004038058996002,8.519590127544986e-05,0.0009551985419306,0.00018060320312765222,0.0012209976463337
6,32.284798342268914,0.0009456670790909,0.00018924031131710328,0.0023282638070582,0.0003419322566962,0.0028594363750717
7,38.77753723808564,0.0011365499173953998,0.00022669781721640846,0.0028003850180837,0.0004095305857880673,0.0034366134210883
8,40.035677812062204,0.0011639733648437,0.00022816725593118454,0.0028573833970213,0.00043398370817612417,0.0035195343611287
9,39.533651428995654,0.0011447144032394,0.00022022006667928422,0.0028260958719882002,0.0004149846353548335,0.0034613005740224004
10,40.032020841958,0.0011712056153376,0.0002418777267454563,0.0028460914435511,0.0004534335212340869,0.0035414026915309
11,15.37450829311274,0.0004067344564674447,8.913137704462656e-05,0.000979731339349034,0.00016099007803390528,0.001229852794427615
12,7.233132615918294,0.0002077603808698,4.4497057122093e-05,0.0004923251160775,9.138790568880118e-05,0.0006282100788884
13,7.70520295901224,0.0002153474984773,4.4209988631159e-05,0.000525858754024,8.108268689312454e-05,0.0006511514295482
14,8.307863896014169,0.0002331877819747,4.7090111414619255e-05,0.0005556829445509,0.0001023224694512,0.0007050955254168
15,7.436791768064722,0.0002170190382476,5.259915853456252e-05,0.0005085642957425,9.50422504250633e-05,0.0006562057047021
16,7.471043101046234,0.0002152389514667,4.437895117008684e-05,0.0005106137418238,9.583052033817188e-05,0.000650823213332
17,8.061809529084712,0.0002261366893668,4.707198721728168e-05,0.0005391279313045,9.757504796596348e-05,0.0006837749664877
18,8.508098372956738,0.0002377300557104,4.617082489980825e-05,0.0005665518421338,0.0001061074411263,0.00071883010816
19,7.455014040926471,0.0002189036792288,5.483457464328529e-05,0.0005116829093481,9.538685513996624e-05,0.0006619043391313
20,7.420127796009183,0.0002166404606372,5.34578757448931e-05,0.0005066112386202,9.499187607757954e-05,0.0006550609904427
21,8.288403152953833,0.0002354098266547,5.509849313649441e-05,0.0005547290548975,0.0001019868275208,0.0007118143755548
22,8.301421877928078,0.0002352953415651,5.538501758935429e-05,0.0005537921096987,0.0001022910769375,0.0007114682042256
23,7.848781765904278,0.0002186780779278,4.6665107967882384e-05,0.0005306212578233,8.393581724053045e-05,0.0006612221830317
24,7.438515108078718,0.0002141067685702,4.460225467802793e-05,0.0005076695727979,9.512797710162384e-05,0.0006473998045775
25,8.178113190922886,0.0002291947752934,4.6319131480974215e-05,0.0005472221044442,9.948053879973787e-05,0.0006930217747249
26,8.293013229034841,0.0002328094307374,4.694472397926222e-05,0.0005550440551473,0.0001019627165204,0.0007039514956471
27,7.481028003850952,0.0002166316840767,4.4139843216718914e-05,0.0005146926339776,9.620197535065623e-05,0.000655034452545
28,7.448983675101772,0.0002188561358422,5.509479247931246e-05,0.0005110229088174,9.564287974887216e-05,0.0006617605810456
29,7.431839921046048,0.0002149347031705,4.2435080000483705e-05,0.0005124048543692,9.506331604465636e-05,0.0006499032504143
30,8.294972500996664,0.0002331914812783,4.702498252511562e-05,0.0005561329449079,0.0001019487836572,0.0007051067110903
31,7.468412528047338,0.0002192974655974,5.493283563864308e-05,0.0005124956877793,9.566651706182812e-05,0.0006630950404798
32,7.470056707039475,0.0002202165191555,5.67492980803966e-05,0.0005131445771837,9.598012964512844e-05,0.0006658740049092
33,8.292089862981811,0.0002332378327589,4.677025113868769e-05,0.0005564698896236,0.0001020067244186,0.0007052468651809
34,8.357353236991912,0.0002386230609488,5.539554654364119e-05,0.0005632485061539,0.0001028862569584,0.000721530309656
35,7.430059207836166,0.0002145958701295,4.414240662034236e-05,0.0005096612410611,9.507506508768228e-05,0.0006488787127691
36,7.746752914041281,0.0002157540826729,4.486240000405062e-05,0.0005256206982764,8.189772971478913e-05,0.0006523808279952
37,7.99777282983996,0.0002228883816307,4.74154743243301e-05,0.0005397662651489,8.677124049993129e-05,0.0006739529799732
38,8.277893207967281,0.0002344507524477,5.472960773166532e-05,0.0005526454421129,0.0001015393498786,0.0007089143997233
39,7.418028854997829,0.0002139941200522,4.4592609015405193e-05,0.0005074842948644,9.49822826543823e-05,0.0006470591865342
40,7.42434953385964,0.000213997537141,4.37052187593021e-05,0.0005082642955045,9.510000460431912e-05,0.0006470695188681
41,8.513837333070114,0.0002378382772192,4.626989491708324e-05,0.0005665073976501,0.0001063800475812,0.0007191573401485
42,8.250387228094041,0.0002330552015855,5.482620642737658e-05,0.0005486401611349,0.0001012282713309,0.0007046946388933
43,7.444329399848357,0.0002140525230468,4.435562053382118e-05,0.0005073973503613,9.548281018376456e-05,0.0006472357810789
44,7.436741759069264,0.0002132726266704,4.426565054197976e-05,0.0005056254045001,9.498653453710076e-05,0.0006448775895792
45,8.259871196001768,0.000232327729523,4.669468128989509e-05,0.0005545921103404,0.0001012081724268,0.0007024949640571
46,8.173239313066006,0.0002289479448427,4.748074920164412e-05,0.0005451865472707,9.960813106024742e-05,0.0006922754275326
47,7.4202523129060864,0.0002158554099556,5.297188667172872e-05,0.0005050409595881,9.467436748608533e-05,0.0006526872137459
