timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-01-30T13:25:16,babylm-Edit Script (AI),aed04beb-fa28-401c-883d-2ece7e9077cb,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.0380500662140548,1.0226987367282032e-05,9.85211378539919e-06,37.363878091000004,52.16049364343202,70.0,5.543063865261928e-06,1.5005845341420354e-05,1.0374679371145451e-05,3.0923588577827734e-05,0.0,Italy,ITA,,,,Linux-6.8.0-90-generic-x86_64-with-glibc2.35,3.10.11,3.2.0,64,Intel(R) Xeon(R) Gold 6426Y,1,1 x NVIDIA L40S,12.1097,43.1479,503.39646911621094,machine,N,1.0,0.0
