step,duration_s,emissions_kg,cpu_energy_kwh,gpu_energy_kwh,ram_energy_kwh,energy_kwh
0,3.357987862080336,9.292170743093682e-05,3.3557535826936915e-05,0.000192157931508,5.525414251670656e-05,0.0002809696098517
1,12.983613512478769,0.00035270628757599995,0.00011441600037997526,0.0007979836939497,0.00015408682160260572,0.0010664865159323
2,4.8640337670221925,0.0001103567876184937,3.326054723131697e-05,0.00024508519606308474,5.534273939621119e-05,0.000333688482690618
3,2.863757944665849,7.18320110979729e-05,3.0506968128002003e-05,0.0001506151204964,3.607809732849193e-05,0.0002172001859529
4,3.0435578408651054,8.45218591482029e-05,4.782556057552212e-05,0.000158765960343,4.89792649116781e-05,0.0002555707858302
5,2.8890284770168364,7.390548633209134e-05,3.330258226471822e-05,0.0001536106784456,3.6556542360792975e-05,0.0002234698030711
6,3.151892644818872,8.468493421041548e-05,2.3488314518739997e-05,0.0001812873672548,5.128819805880388e-05,0.0002560638798324
7,3.4511845149099827,8.773774031998106e-05,2.1195143028848056e-05,0.0001870926496749,5.700693065559285e-05,0.0002652947233594
8,2.8071911446750164,7.129365345699917e-05,3.1547001984594395e-05,0.0001490551192375,3.497021973598749e-05,0.0002155723409581
9,4.7033524489961565,0.0001312680486722,4.94288463658826e-05,0.0002953663474016,5.212317376087109e-05,0.0003969183675284
10,3.9017732548527424,8.129953286951455e-05,3.547643040292839e-05,0.00016387040887621965,4.648052079654817e-05,0.0002458273600756411
11,4.079081115312874,0.0001088017231416,3.355984045905822e-05,0.0002359560221023,5.947053413191397e-05,0.0003289863966933
12,4.131799396593124,9.512462267339981e-05,4.1575589978047205e-05,0.00018546014837275189,6.0594879496946106e-05,0.00028763061784781434
13,2.702568253967911,6.406353348384536e-05,2.334284716904674e-05,0.0001374203877162,3.294721777783707e-05,0.0001937104526631
14,3.2686954149976373,8.761149884672007e-05,3.355061002529216e-05,0.0001778123644768,5.35500294671187e-05,0.0002649130039693
15,2.9714141599833965,7.99219421870544e-05,2.805491893254603e-05,0.0001755787515733,3.802823536874106e-05,0.0002416619058746
16,4.88470156211406,0.0001352103839497,4.146450064233668e-05,0.0003118055272182,5.5568874012937566e-05,0.0004088389018734
17,3.8347499440424144,8.283703536318755e-05,3.704669610187224e-05,0.00016847819034634175,4.4951457032261215e-05,0.0002504763434804273
