timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-01-30T10:21:59,feedback-ResearchAgent-qwen2.5-7B-Instruct,580093ea-83db-4371-b12c-74589bf3e56c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,7.670760164037347,0.00021526272844348278,2.8062763512369244e-05,37.54517747521428,257.8141910625863,70.0,4.318781083616501e-05,0.0005273076440772684,8.039965343713348e-05,0.0006508951083505669,0.0,Italy,ITA,,,,Linux-6.8.0-90-generic-x86_64-with-glibc2.35,3.10.11,3.2.0,64,Intel(R) Xeon(R) Gold 6426Y,1,1 x NVIDIA L40S,12.1097,43.1479,503.39646911621094,machine,N,1.0,0.0
