step,duration_s,emissions_kg,cpu_energy_kwh,gpu_energy_kwh,ram_energy_kwh,energy_kwh
0,10.82099194964394,0.0002404472511896091,7.501261068128391e-05,0.0005011492898176206,0.00015088425722335365,0.0007270461577222999
1,7.961353503167629,0.0002081456798762,4.7051564359890594e-05,0.0004970523420979,8.527121033726467e-05,0.0006293751167951
2,16.753879171796143,0.0004386208006913887,9.313192874058456e-05,0.001064903351917166,0.00016823302252318988,0.0013262683031810098
3,16.323490276001394,0.0004548107920672,0.0001009064974742,0.001094870875903,0.0001794449975468,0.0013752223709241
4,35.625695194117725,0.0010154549561581,0.0002088628511316337,0.0024742678127153,0.0003873249997642,0.0030704556636114
5,62.482379926834255,0.0017556223038453001,0.0003444035101067025,0.0043005726071213,0.0006635414229277,0.0053085175401559
6,44.463763582054526,0.0012698941194635,0.00024601596912769366,0.0031328619507319,0.0004609315838974,0.0038398095037572005
7,15.585645917803047,0.0004484398020348,8.926403489366426e-05,0.0011138839466724,0.0001528102730038,0.0013559582545699
8,17.270904568955302,0.0004895316903054,9.427067106245676e-05,0.0011977237359559,0.0001882143820571,0.0014802087890755
9,8.226267453283072,0.000238854096095,5.0564951851683647e-05,0.00057096795679,0.0001006959875631,0.0007222288962048
10,15.506831193808466,0.0004549119590745,8.86102515567817e-05,0.0011134903352569,0.0001734276852324,0.0013755282720462
11,9.616696455981582,0.0002597316369832,5.229539960957511e-05,0.000634520507603,9.854091335113884e-05,0.0007853568205637
12,27.126921431161463,0.000799472286577,0.0001550210137425,0.0019808396402112,0.0002815229979097,0.0024173836518636
13,17.686484843026847,0.0004922973403191,9.534931568790453e-05,0.0012161745840586,0.0001770474520369,0.0014885713517835
14,8.025204566307366,0.0002372947208269,5.028758378560965e-05,0.0005707835121881,9.64426795900282e-05,0.0007175137755638
15,8.020583278033882,0.0002357780557683,5.045716076343044e-05,0.0005659276749696,9.654296308160864e-05,0.0007129277988146
16,9.300436478108168,0.000258186393103,5.149141364241493e-05,0.0006172821604906,0.0001119108552087,0.0007806844293417
17,8.0185795170255,0.0002352437292995,5.0285748104533566e-05,0.0005642518402879,9.677455457988094e-05,0.0007113121429723
18,8.036633282899857,0.0002349837440576,5.092122298046272e-05,0.0005624982277652,9.710656857480192e-05,0.0007105260193204
19,8.832954853773117,0.000246197966157,5.076916287468934e-05,0.0006004799248273,9.318564568723864e-05,0.0007444347333892
20,8.841899731662124,0.0002461332511698,5.092258681951921e-05,0.0005999185354994,9.339793080127696e-05,0.0007442390531202
21,8.02770262490958,0.0002382731886022,5.624274419387891e-05,0.0005672235093214,9.700613868060624e-05,0.0007204723921959
22,8.517747725825757,0.0002465485880507,5.834386421159784e-05,0.0005806924090023,0.0001064586440592,0.0007454949172732
23,8.029617321211845,0.0002343787336448,4.941664300570263e-05,0.0005623332276485,9.694676407638731e-05,0.0007086966347306
24,8.42264103377238,0.0002457336688843,4.847648292314362e-05,0.0005900335275867,0.0001045208160079,0.0007430308265179
25,7.973593184258789,0.0002318308409306,4.943962914411938e-05,0.0005651951743885,8.635770649287024e-05,0.0007009925100255
26,8.814077531918883,0.0002461703151911,5.011123009777801e-05,0.0006014740922779,9.276580212042772e-05,0.0007443511244961
27,8.158667736221105,0.0002427874714623,5.726244270887999e-05,0.0005773110174089,9.954887813526308e-05,0.0007341223382531
28,7.989797234069556,0.0002316142369201,4.913429691123429e-05,0.0005645529516442,8.665031069475744e-05,0.0007003375592502
29,8.751432952936739,0.0002442951633504,5.0018102928704576e-05,0.0005971526999246,9.151037975680084e-05,0.0007386811826101
30,8.897969688288867,0.0002484611376874,5.125255759974257e-05,0.0006059713181088,9.405406406925372e-05,0.0007512779397777
31,8.016909618861973,0.0002374698639847,5.60697025010104e-05,0.0005652123966228,9.676126103408429e-05,0.0007180433601579
32,8.98354543093592,0.000248570749741,5.22985904545345e-05,0.0006034071493843,9.590363655135864e-05,0.0007516093763902
33,8.948453032877296,0.0002475946805386,5.2030273355177423e-05,0.0006015988146117,9.502892441426717e-05,0.0007486580123811
34,8.064643896184862,0.0002334928542854,4.972365173433744e-05,0.000558975447177,9.73188810153968e-05,0.0007060179799268
35,9.16242476599291,0.0002536494329707,5.8513463497329934e-05,0.0005993702017264,0.0001090822482455,0.0007669659134693
36,8.273845314979553,0.0002419787933887,5.894180007701547e-05,0.0005711949013971,0.0001015404173664,0.0007316771188405
37,7.938325561117381,0.0002340655944979,4.938665387971841e-05,0.0005727682359832,8.559489847005655e-05,0.000707749788333
38,9.216802398208529,0.0002581098758893,5.221914575014614e-05,0.0006183349391051,0.0001098989775404,0.0007804530623957
39,9.17838684702292,0.0002509292178525,5.220455735222309e-05,0.0005969668664533,0.0001095693095457,0.0007587407333513
40,8.163995245005935,0.0002366203188233,5.755748579235792e-05,0.0005583837800458,9.953330410773765e-05,0.0007154745699458
41,8.333265006076545,0.0002402408754693,4.888148422082696e-05,0.0005748232376419,0.0001027174126124,0.0007264221344751
42,9.282726380974054,0.0002613961103704,5.139309814108291e-05,0.0006275080020117,0.0001114886287716,0.0007903897289244
43,8.247713321819901,0.0002454666849127,5.889978968855078e-05,0.0005821724101906,0.0001011513407587,0.0007422235406379
44,24.16347240889445,0.00070023144736,0.0001409900348197,0.0017229424894651,0.000253374206404,0.0021173067306889
