step,duration_s,emissions_kg,cpu_energy_kwh,gpu_energy_kwh,ram_energy_kwh,energy_kwh
0,5.628950399812311,0.0001435215236243,3.483178908720374e-05,0.0003387319376599,6.0405768787798784e-05,0.0004339694955349
1,8.999550305306911,0.00021730754374620702,5.234493694168725e-05,0.000508236239923521,9.649688887746178e-05,0.0006570780657426818
2,8.05439008306712,0.0002238989249624,5.082448967531936e-05,0.0005289812565223,9.72028380415092e-05,0.0006770085842391
3,8.569415564183146,0.0002330800815632,4.970523092889889e-05,0.0005670735092166,8.799112893692734e-05,0.0007047698690825
4,25.763671658933163,0.0007106519490065114,0.00015437042619899228,0.0017200369315728834,0.00027440809529245336,0.0021488154530644537
5,26.808583724312484,0.0007296915729285359,0.00014703621816465428,0.0017747478086817684,0.0002846019966798689,0.002206386023526288
6,24.064297372009605,0.0006828904444133886,0.00014963977214952446,0.001654516601362759,0.0002607159479624107,0.0020648723214747996
7,25.194896078202873,0.0007058759128692874,0.00015362097754130743,0.001707652477236245,0.000273100582526919,0.002134374037304632
8,25.12939661182463,0.0007055242124515789,0.0001492346485437169,0.0017124535921907778,0.0002716223515272427,0.00213331059226179
9,25.19499498140067,0.0006974953929198322,0.00014231338857713976,0.001712339425409906,0.00025438084284403297,0.0021090336568311443
10,26.026485078968108,0.0007244327144891279,0.00015402753941236007,0.001757215016880162,0.0002792421300234601,0.0021904846863160855
11,23.851794125977904,0.0006844562433094863,0.00014764233579197647,0.001665127165423887,0.0002568373641787068,0.002069606865394627
12,24.98139487206936,0.0007075128326637053,0.00015192838835922877,0.001717901652099739,0.00026949359074278844,0.0021393236312018528
13,27.37441941862926,0.000750319641417614,0.00015061749519042645,0.0018217822907898467,0.0002963598261896905,0.0022687596121700963
14,23.814169994089752,0.0006855100775768522,0.0001482659233349421,0.0016681310567036286,0.00025639638946929735,0.002072793369507918
15,26.687189393676817,0.0007361114170708397,0.00015251699386595387,0.0017903250433590084,0.0002829558240068548,0.0022257978612317706
16,25.19344538776204,0.0007042463037853277,0.00014213592809630098,0.0017332897199649978,0.00025402090091820786,0.0021294465489795663
17,25.71043912274763,0.0007237149292152113,0.00014320597045655578,0.0017717686396280532,0.00027333969157185154,0.0021883143016565017
18,25.089518506545573,0.0007174903172774277,0.0001512046405169026,0.001746886953071532,0.0002714011986920842,0.0021694927922805197
19,24.16783554619178,0.0006890080744356743,0.00013828880155548006,0.0017010071941142304,0.00024407435138059535,0.002083370347050442
20,25.92083858512342,0.000724336184835989,0.00014495047210345713,0.0017775150331259698,0.0002677273020445125,0.002190192807273984
21,24.325726652517915,0.0006909394555313252,0.00013550399089909228,0.0017072810880590812,0.00024642523173364,0.002089210310691886
22,25.19340658094734,0.0007120621002232593,0.00015082926258923082,0.0017291461055462909,0.0002731039932035737,0.002153079361339178
