step,duration_s,emissions_kg,cpu_energy_kwh,gpu_energy_kwh,ram_energy_kwh,energy_kwh
0,3.339341948274523,9.158601344822811e-05,2.9635980161390057e-05,0.0001924351539486,5.4859705603060624e-05,0.000276930839713
1,51.86912443814799,0.0012150234249831758,0.00028079379350142607,0.0028666767377813003,0.000526425129017297,0.0036738956603001
2,27.82136306585744,0.0007835534928792,0.0001517732246569394,0.0019031579114069,0.00031431847502240234,0.0023692496110863997
3,43.15809698775411,0.0006501393159809823,0.00025211397489096845,0.0012682204590247002,0.00044550750991843526,0.0019658419438342
4,4.426090630702674,0.00010620913587431428,3.543826337194079e-05,0.00021947850891734203,6.62303556998571e-05,0.0003211471279891033
5,12.697141703683883,0.00033914364395,7.188010055219294e-05,0.0007855525728928,0.00016804414955873254,0.0010254768230036
6,4.579641933552921,9.967617822375447e-05,2.6761036873389518e-05,0.0002249821244361543,4.9650104928554764e-05,0.0003013932662380915
7,6.731233736034483,0.00013025031091721444,4.348526815210089e-05,0.00025911520729941177,9.124053385910682e-05,0.0003938410093106
8,43.57251272164285,0.0006586024512195366,0.00025631166763049674,0.0012718782397128001,0.00046324222280848867,0.0019914321301519
9,29.373115758411586,0.0008167500469074,0.00016850898504610119,0.0019759588029869997,0.00032515904481983035,0.002469626832853
10,42.85917626228184,0.0007911879651745392,0.00023544663290724467,0.0017265072145348,0.00043038030181644175,0.0023923341492587
11,7.013920987490565,0.00016153831394768217,4.537114052117251e-05,0.00034611555467010003,9.696060416236935e-05,0.0004884472993537
12,3.3605621280148625,8.586606270859939e-05,2.0607693647453564e-05,0.0001836776469446,5.534994599228312e-05,0.0002596352865843
13,28.188595819287002,0.0008036313608718,0.00016851224244933792,0.0019498043376201999,0.00031164296513756524,0.0024299595452072
14,26.152079449966553,0.000761378620476555,0.00015131772796128068,0.0018688470506304001,0.0002820341355180181,0.0023021989141097
15,4.102912984788418,9.005085520900307e-05,2.7643856804459033e-05,0.00018461431434956108,6.003077353299079e-05,0.0002722889446869834
16,5.183749129995704,0.00012328865082956642,3.959136350097863e-05,0.0002619943762667118,7.120512988444212e-05,0.0003727908696520688
17,26.183653842192147,0.0007531164089359,0.00014272067018987705,0.0018517014813639,0.0002827941140741789,0.0022772162656279
18,36.84344364795834,0.0006641864316898876,0.0002189926446287946,0.00140722862578,0.000382095276286191,0.002008316546695
19,44.781442649662495,0.0007724407424238,0.0002495610451594691,0.0016377757546663,0.00044831091945135224,0.0023356477192772
20,40.78617182746529,0.0009983054049610442,0.00022593929233409268,0.0023831871843284,0.0004094736750107823,0.0030186001516733997
21,4.363067594822496,9.58228673196506e-05,2.7308543939208823e-05,0.0001973459912106978,6.508738189004362e-05,0.00028974191704002236
22,7.863602621946484,0.00020140121896294405,5.005774518847894e-05,0.0004554000865367,0.00010352389579768189,0.0006089817275229
23,4.3199693858623505,8.441350196891483e-05,2.9369315929081747e-05,0.00017131013704833209,5.456369063403044e-05,0.0002552431436114516
24,4.456433836836368,0.0001099904876296152,2.6181368548624967e-05,0.0002396249139166612,6.677461010662632e-05,0.00033258089257186935
25,4.413011613301933,0.00010849625712253924,2.5813508258236606e-05,0.0002363596335398671,6.588960991939531e-05,0.00032806275171757036
26,4.15089809615165,9.58071667751347e-05,2.6185541100171272e-05,0.00020268821771187015,6.0820684112453214e-05,0.00028969444292456157
27,4.625196904409677,0.0001009701976640278,2.7498320786714507e-05,0.00022712240392044964,5.068529934958659e-05,0.00030530602405681354
28,4.206951538100839,9.18391624995409e-05,2.7247472114037533e-05,0.00018841098406588953,6.20378364304391e-05,0.0002776962926104042
29,7.257106767036022,0.00018966440651033115,5.568886866620236e-05,0.000406513380767,0.00011129059495481973,0.0005734928443879999
30,6.703238953370601,0.0001719229264406765,4.281272928258274e-05,0.00038622836454030003,9.080640900647268e-05,0.0005198475028293
31,6.763378977775575,0.00017372289112156043,4.226394156933829e-05,0.0003910508684015,9.197528951465051e-05,0.0005252900994854
32,3.547573104966432,8.837528189893629e-05,2.282017516791099e-05,0.0002048593305588,3.954296749499109e-05,0.0002672224732217
33,44.93181414110586,0.0007278202885463534,0.00026111336836850187,0.0014795203502798002,0.0004600940571191634,0.0022007277757677
34,29.019984296988696,0.000816885805733,0.0001587477343189856,0.0020027427133015,0.00030854688247064857,0.0024700373300911996
35,69.87187023693696,0.0013369550891993544,0.0004034836442596567,0.0029201995583746,0.0007189001741378569,0.0040425833767723
36,5.600458491127938,0.00013201362908426759,3.164481346927101e-05,0.00030776580177153446,5.976218177755881e-05,0.0003991727970184321
37,26.68264762870967,0.0007528080551708584,0.0001503524690894799,0.0018435389748389,0.0002823924449763932,0.0022762838889049002
38,25.32947288174182,0.0007369134009502736,0.00013746313607025245,0.0018343795230464,0.00025638018013097617,0.0022282228392477
39,24.754243357107043,0.0007435947576983898,0.00013459674200406457,0.0018298939639009,0.00028393471302688245,0.002248425418932
40,75.68385410821065,0.0016739625135042992,0.000407990219613439,0.0039090964606102,0.0007445141806434692,0.0050616008608672
41,4.402618361636996,0.00010117612342458706,2.6136570274458456e-05,0.00021396767115788772,6.582444531765456e-05,0.00030592868674993574
42,4.1033208318986,0.0001117481376046,2.597766076880936e-05,0.0002519824238049,5.993545665664392e-05,0.0003378955412304
