timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-02-13T11:29:03,feedback-List Files,87602313-47dd-459f-883b-326818362cba,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.0137447942979634,9.514705357688003e-06,9.385700830431499e-06,37.913752,48.02730273478906,70.0,5.369761611125619e-06,1.3491677464116947e-05,9.9084051959734e-06,2.8769844271215966e-05,0.0,Italy,ITA,,,,Linux-6.8.0-90-generic-x86_64-with-glibc2.35,3.10.11,3.2.0,64,Intel(R) Xeon(R) Gold 6426Y,1,1 x NVIDIA L40S,12.1097,43.1479,503.39646911621094,machine,N,1.0,0.0
