timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue,region,cloud_provider,cloud_region
2026-02-13T15:06:38,vectorization-ResearchAgent-llama-3.1-8B-Instruct,b867105b-bbb6-44a7-a50c-c5fa41443fed,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,18.122649545781314,0.00049552017718,2.734259005164904e-05,35.45249964919445,245.1381896284339,70.0,9.810842573277187e-05,0.0012056012422476,0.0001946066534172,0.0014983163213976,0.0,Italy,ITA,Linux-6.8.0-90-generic-x86_64-with-glibc2.35,3.10.11,3.2.0,64,Intel(R) Xeon(R) Gold 6426Y,1,1 x NVIDIA L40S,12.1097,43.1479,503.3964691162109,machine,N,1.0,0.0,,,
2026-02-13T15:07:30,vectorization-ResearchAgent-llama-3.1-8B-Instruct,32425ae3-b70a-4d03-b78f-ee73d30cc2ed,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,16.17338736495003,0.0004627704810906314,2.861308337259757e-05,37.46105719425,252.5115769024396,70.0,9.297890667123066e-05,0.0011295981258854226,0.0001767132422110687,0.0013992902747677217,0.0,Italy,ITA,Linux-6.8.0-90-generic-x86_64-with-glibc2.35,3.10.11,3.2.0,64,Intel(R) Xeon(R) Gold 6426Y,1,1 x NVIDIA L40S,12.1097,43.1479,503.39646911621094,machine,N,1.0,0.0,,,
